Clogh,20.56,312.33,11200.00,3396200.00,AA
Clota Vallis,-25.59,339.50,114360.00,3396200.00,ME
Clova,21.47,307.95,7750.00,3396200.00,AA
Cluny,-23.86,332.70,14840.00,3396200.00,AA
Cobalt,-25.79,332.97,10530.00,3396200.00,AA
Coblentz,-54.90,269.69,101750.00,3396200.00,AA
Cobres,-11.70,206.40,93760.00,3396200.00,AA
Coimbra,4.18,354.69,34530.00,3396200.00,AA
Colles Nili,38.72,62.88,653670.00,3396200.00,AA
Coloe Fossae,36.65,56.78,575890.00,3396200.00,ME
Colón,22.75,312.93,1360.00,3396200.00,AA
Columbia Valles,-9.44,317.10,84820.00,3396200.00,ME
Columbus,-29.29,194.02,112600.00,3396200.00,AA
Comas Sola,-19.59,201.49,120240.00,3396200.00,AA
Conches,-4.22,325.80,20890.00,3396200.00,AA
Concord,16.53,325.98,20460.00,3396200.00,AA
Coogoon Valles,17.19,338.26,300000.00,3396200.00,ME
Cooma,-23.69,251.65,17850.00,3396200.00,AA
Copais Palus,54.68,80.00,0.00,3396200.00,AA
Copernicus,-48.84,191.17,301830.00,3396200.00,AA
Coprates,-14.83,295.00,0.00,3396200.00,AA
Coprates Catena,-15.00,297.91,302060.00,3396200.00,AA
Coprates Chasma,-13.37,299.26,958310.00,3396200.00,AA
Coprates Labes,-11.82,292.21,61970.00,3396200.00,AA
Coracis Fossae,-35.82,279.14,748960.00,3396200.00,ME
Corby,42.88,137.56,6620.00,3396200.00,AA
Corinto,16.95,141.71,13690.00,3396200.00,AA
Coronae Montes,-34.31,86.11,247400.00,3396200.00,AA
Coronae Scopulus,-33.26,64.94,245240.00,3396200.00,AA
Corozal,-38.79,159.42,8330.00,3396200.00,AA
Cost,14.98,104.02,11070.00,3396200.00,AA
Cray,44.10,343.88,6980.00,3396200.00,AA
Creel,-6.05,321.15,9190.00,3396200.00,AA
Crewe,-24.84,340.47,3680.00,3396200.00,AA
Crivitz,-14.55,174.79,6190.00,3396200.00,AA
Crommelin,5.08,349.86,110080.00,3396200.00,AA
Cross,-30.20,202.31,66570.00,3396200.00,AA
Crotone,82.21,290.69,6280.00,3396200.00,AA
Cruls,-42.91,163.03,87890.00,3396200.00,AA
Cruz,38.46,358.03,5330.00,3396200.00,AA
Cue,-35.84,93.23,10540.00,3396200.00,AA
Culter,-8.84,306.07,4870.00,3396200.00,AA
Curie,28.78,355.25,111110.00,3396200.00,AA
Cusus Valles,14.05,50.37,250240.00,3396200.00,ME
Cyane Catena,36.25,241.70,204060.00,3396200.00,AA
Cyane Fossae,31.25,238.83,913170.00,3396200.00,ME
Cyane Sulci,25.40,231.34,335940.00,3396200.00,AA
Cyclopia,-4.94,130.00,0.00,3396200.00,AA
Cydnus Rupes,52.53,112.21,1550810.00,3396200.00,AA
Cydonia,39.67,360.00,0.00,3396200.00,AA
Cydonia Colles,39.07,347.78,362780.00,3396200.00,AA
Cydonia Labyrinthus,41.29,347.94,344050.00,3396200.00,AA
Cydonia Mensae,34.56,347.67,764960.00,3396200.00,AA
Cypress,-47.28,312.65,14670.00,3396200.00,AA
Daan,-40.48,91.58,12220.00,3396200.00,AA
Daedalia Planum,-18.35,234.05,1922020.00,3396200.00,ME
Daet,-7.29,318.20,10580.00,3396200.00,AA
Daga Vallis,-12.07,317.58,49860.00,3396200.00,ME
Daly,-66.29,336.88,79720.00,3396200.00,AA
Dana,-72.49,327.21,88490.00,3396200.00,AA
Danielson,7.97,352.95,64300.00,3396200.00,AA
Dank,21.96,107.00,8290.00,3396200.00,AA
Dao Vallis,-37.61,88.89,794000.00,3396200.00,ME
Darvel,17.78,308.99,22360.00,3396200.00,AA
Darwin,-56.97,340.85,176380.00,3396200.00,AA
Davies,45.96,0.09,48060.00,3396200.00,AA
Da Vinci,1.47,320.74,96300.00,3396200.00,AA
Dawes,-9.11,38.06,185320.00,3396200.00,AA
Deba,-23.95,342.70,8800.00,3396200.00,AA
Dein,38.21,357.49,25520.00,3396200.00,AA
Dejnev,-25.14,195.36,152090.00,3396200.00,AA
Delta,-45.96,320.83,7890.00,3396200.00,AA
Deltoton Sinus,-3.95,55.00,0.00,3396200.00,AA
Denning,-17.43,33.52,159710.00,3396200.00,AA
Depressio Hellespontica,-59.71,20.00,0.00,3396200.00,AA
Dersu,22.64,308.11,5880.00,3396200.00,AA
Dese,-45.41,329.39,13140.00,3396200.00,AA
Deseado,-80.62,70.29,27000.00,3396200.00,AA
Dessau,-42.76,306.87,9950.00,3396200.00,AA
Deucalionis Regio,-14.83,20.00,0.00,3396200.00,AA
Deuteronilus,34.68,360.00,0.00,3396200.00,AA
Deuteronilus Colles,41.95,21.70,59010.00,3396200.00,AA
Deuteronilus Mensae,45.11,23.92,919170.00,3396200.00,AA
de Vaucouleurs,-13.31,171.00,302270.00,3396200.00,AA
[Deva Valles],-7.81,203.10,0.00,3396200.00,ME
Deva Vallis,-7.67,203.13,53650.00,3396200.00,ME
Dia-Cau,-0.36,317.34,29470.00,3396200.00,AA
Diacria,49.67,180.00,0.00,3396200.00,AA
[Diacria Patera],34.58,227.40,65500.00,3396200.00,AA
Dilly,13.27,157.22,2130.00,3396200.00,AA
Dingo,-23.71,342.51,15560.00,3396200.00,AA
Dinorwic,-30.03,258.54,51330.00,3396200.00,AA
Dioscuria,49.67,40.00,0.00,3396200.00,AA
Dison,-25.03,343.50,20670.00,3396200.00,AA
Dittaino Valles,-1.43,293.14,157420.00,3396200.00,ME
Dixie,17.78,304.09,28440.00,3396200.00,AA
Doanus Vallis,-63.02,334.41,139910.00,3396200.00,ME
Doba,10.92,119.62,25890.00,3396200.00,AA
Dogana,-10.01,306.33,41200.00,3396200.00,AA
Dokka,77.17,214.24,51100.00,3396200.00,AA
